ReqID,Type,Title,RequirementText,Priority,Module,ActorRole,SourceSection,DiagramRef,Entities,Attributes,APEXPages,APIAffected,RulesAlgorithms,Validations,ErrorsEdgeCases,AcceptanceCriteria,TestCaseIDs,Status,Notes
FR-071,FR,تقرير QC شامل,يجب توفير تقارير QC إجمالي وتشغيلي ومقاسات ومواصفات مع الصور.,MVP,REPORTS,فاحص جودة نهائي,3.9 FR-9,,QC_CHECKS;QC_DEFECTS,PHOTO_URL,P-110,,,,N/A,يمكن استخراج تقارير QC مع الصور.,TC-071,READY,
FR-072,FR,تقرير حساب موعد التسليم ETA,يجب توفير تقرير حساب موعد التسليم ETA.,MVP,REPORTS,مدير الإنتاج,3.9 FR-9,,ORDERS;ORDER_ITEMS,,P-110,,ALG-001,,N/A,يمكن استخراج تقرير ETA للطلبات.,TC-072,READY,
FR-073,FR,تقرير القدرة الإنتاجية والإضافي,يجب توفير تقرير القدرة الإنتاجية والإضافي.,MVP,REPORTS,مدير الإنتاج,3.9 FR-9,,PROD_LOGS;SETTINGS,DURATION_SEC;SHIFT_HOURS_DEFAULT,P-110,,,حساب الإضافي فوق ساعات الدوام الافتراضية,N/A,يظهر تقرير الإضافي بناءً على ساعات تتجاوز الدوام الافتراضي.,TC-073,READY,ASSUMPTION: A-010
FR-074,FR,تقرير أسعار المراحل,يجب توفير تقرير أسعار المراحل.,MVP,REPORTS,محاسب,3.9 FR-9,,RATES;STAGES,,P-110,,,,N/A,يمكن استخراج تقرير أسعار المراحل.,TC-074,READY,
FR-075,FR,تقرير أخطاء الموظفين الشهري,يجب توفير تقرير تحليلي لأخطاء الموظفين بالشهر.,MVP,REPORTS,محقق موارد بشرية,3.9 FR-9,,DEFECTS;QC_DEFECTS;EMPLOYEES,,P-110,,,,N/A,يمكن استخراج تقرير أخطاء الموظفين شهريا.,TC-075,READY,
FR-076,FR,استيراد رقم الفاتورة من Oracle,يجب استيراد رقم الفاتورة من نظام المبيعات (Oracle).,MVP,INTEGRATIONS,نظام المبيعات (Oracle),3.10 FR-10,,ORDERS,INVOICE_NUM,,API-003,,Idempotency لمدة 24 ساعة ومفتاح API صالح,رفض الطلبات المكررة أو غير المصرح بها,يتم استيراد الحقول المطلوبة من Oracle بنجاح.,TC-076,READY,ASSUMPTION: A-011
FR-077,FR,استيراد رقم المنتج من Oracle,يجب استيراد رقم المنتج من نظام المبيعات (Oracle).,MVP,INTEGRATIONS,نظام المبيعات (Oracle),3.10 FR-10,,PRODUCTS,PROD_CODE,,API-003,,Idempotency لمدة 24 ساعة ومفتاح API صالح,رفض الطلبات المكررة أو غير المصرح بها,يتم استيراد الحقول المطلوبة من Oracle بنجاح.,TC-077,READY,ASSUMPTION: A-011
FR-078,FR,استيراد نوع الإضافات من Oracle,يجب استيراد نوع الإضافات من نظام المبيعات (Oracle).,MVP,INTEGRATIONS,نظام المبيعات (Oracle),3.10 FR-10,,PRODUCTS,CUSTOMER_OPTIONS_JSON,,API-003,,Idempotency لمدة 24 ساعة ومفتاح API صالح,رفض الطلبات المكررة أو غير المصرح بها,يتم استيراد الحقول المطلوبة من Oracle بنجاح.,TC-078,READY,ASSUMPTION: A-011
FR-079,FR,استيراد مقاسات العميل من Oracle,يجب استيراد مقاسات العميل من نظام المبيعات (Oracle).,MVP,INTEGRATIONS,نظام المبيعات (Oracle),3.10 FR-10,,PRODUCTS,CUSTOMER_OPTIONS_JSON,,API-003,,Idempotency لمدة 24 ساعة ومفتاح API صالح,رفض الطلبات المكررة أو غير المصرح بها,يتم استيراد الحقول المطلوبة من Oracle بنجاح.,TC-079,READY,ASSUMPTION: A-011
FR-080,FR,استيراد مواصفات العميل من Oracle,يجب استيراد مواصفات العميل من نظام المبيعات (Oracle).,MVP,INTEGRATIONS,نظام المبيعات (Oracle),3.10 FR-10,,PRODUCTS,CUSTOMER_OPTIONS_JSON,,API-003,,Idempotency لمدة 24 ساعة ومفتاح API صالح,رفض الطلبات المكررة أو غير المصرح بها,يتم استيراد الحقول المطلوبة من Oracle بنجاح.,TC-080,READY,ASSUMPTION: A-011
FR-081,FR,استيراد مواعيد التسليم من Oracle,يجب استيراد مواعيد التسليم من نظام المبيعات (Oracle).,MVP,INTEGRATIONS,نظام المبيعات (Oracle),3.10 FR-10,,ORDERS,DUE_DATE,,API-003,,Idempotency لمدة 24 ساعة ومفتاح API صالح,رفض الطلبات المكررة أو غير المصرح بها,يتم استيراد الحقول المطلوبة من Oracle بنجاح.,TC-081,READY,ASSUMPTION: A-011
FR-082,FR,تكامل ثنائي مع نظام التفصيل,يجب توفير تكامل ثنائي مع نظام التفصيل للاستعلام والدفع الحدثي.,MVP,INTEGRATIONS,نظام التفصيل,3.10 FR-10,,PROD_LOGS;QC_CHECKS;REPAIR_TICKETS,,,API-001;API-002,,HMAC صحيح للـ Webhook وAPIKey صالح للاستعلام,رفض توقيع غير صحيح أو مفتاح غير صالح,يعمل الاستعلام والدفع الحدثي ضمن النطاق الأدنى.,TC-082,READY,ASSUMPTION: A-012
FR-083,FR,هوية موحدة THOBE_NUM,يجب اعتماد هوية موحدة THOBE_NUM مع دعم INVOICE_NUM وITEM_SEQ.,MVP,INTEGRATIONS,نظام التفصيل,3.10 FR-10,,ORDER_ITEMS;ORDERS,THOBE_NUM;INVOICE_NUM;ITEM_SEQ,,API-001,,THOBE_NUM فريد لكل عنصر,رفض تكرار THOBE_NUM,يمكن الاستعلام باستخدام THOBE_NUM ويُخزن بشكل فريد.,TC-083,READY,ASSUMPTION: A-013
FR-084,FR,إدخال الماستر يدويا,يجب إدخال الماستر يدويا لضمان الجودة.,MVP,OPS,مسؤول النظام,11,,STAGE_TYPES;STAGES;DEFECTS;RATES,,P-010,,,,N/A,توجد آلية لإدخال بيانات الماستر يدويا.,TC-084,READY,
FR-085,FR,ربط المنتجات والفواتير دون تاريخ في الإصدار الأول,يجب ربط المنتجات والفواتير من Oracle دون استيراد تاريخي في الإصدار الأول.,MVP,INTEGRATIONS,نظام المبيعات (Oracle),11,,PRODUCTS;ORDERS,PROD_CODE;INVOICE_NUM,,API-003,,,N/A,يتم جلب المنتجات والفواتير الحالية فقط دون بيانات تاريخية.,TC-085,READY,
FR-086,FR,استقدام تاريخ الإنتاج والجودة لاحقا,يجب دعم إمكانية استقدام تاريخ الإنتاج والجودة لاحقا بعد استقرار النموذج.,V1+,OPS,مسؤول النظام,11,,PROD_LOGS;QC_CHECKS,,,,,ملفات CSV بصيغة قياسية مع تحقق من البيانات,رفض الصفوف غير المطابقة,يمكن استقدام بيانات تاريخية عبر ملفات تحقق.,TC-086,READY,ASSUMPTION: A-020
FR-087,FR,اعتماد قائمة المراحل بترميز موحد,يجب استكمال واعتماد قائمة المراحل بترميز موحد.,MVP,MASTER,مسؤول النظام,14,,STAGES,CODE,P-030,,,,N/A,تم اعتماد قائمة مراحل بترميز موحد في الأصول.,TC-087,READY,ASSUMPTION: A-001
FR-088,FR,تحميل قاموس العيوب والجزاءات الرسمي,يجب تحميل قاموس العيوب والجزاءات الرسمي.,MVP,QC,مسؤول النظام,14,,DEFECTS,CODE;SEVERITY;CATEGORY,P-070,,,,N/A,تم تحميل قاموس العيوب الرسمي في الأصول.,TC-088,READY,ASSUMPTION: A-003
FR-089,FR,قوالب WhatsApp الرسمية,يجب توفير قوالب WhatsApp للمرتجع والتدريب وموعد الإصلاح والتذكير.,MVP,NOTIFICATIONS,مسؤول النظام,14,,SETTINGS;NOTIFICATIONS,TEMPLATE,P-010,,,,N/A,تم توفير قوالب WhatsApp الرسمية في الأصول.,TC-089,READY,ASSUMPTION: A-021
FR-090,FR,ربط قائمة التقارير بالـ RTM,يجب ربط قائمة التقارير بمصفوفة تتبع المتطلبات RTM.,MVP,REPORTS,مدير الإنتاج,14,,REPORTS_CATALOG,REPORT_ID;REPORT_NAME_AR;REPORT_NAME_EN;AUDIENCE_ROLE,P-110,,,,N/A,تم ربط قائمة التقارير بالـ RTM عبر Reports_List.,TC-090,READY,ASSUMPTION: A-022
FR-091,FR,تحسين التخطيط والاختناقات,يجب تحسين التخطيط والاختناقات في V1.1.,V1+,PLANNING,مدير الإنتاج,13,,PROD_LOGS;STAGES;BI_KPI_DAILY,STAGE_ID;KPI_CODE;KPI_VALUE,P-080,,,,N/A,تحسينات التخطيط مطبقة دون تغيير المنصة.,TC-091,READY,ASSUMPTION: A-017
FR-092,FR,تحسين ETA,يجب تحسين ETA في V1.1.,V1+,PLANNING,مدير الإنتاج,13,,PROD_LOGS;ORDERS;QC_CHECKS;REPAIR_TICKETS,DURATION_SEC;DUE_DATE;STATUS,P-080,,,,N/A,تحسينات ETA مطبقة بإضافة عامل إعادة العمل.,TC-092,READY,ASSUMPTION: A-018
FR-093,FR,تكامل أعمق مع المبيعات,يجب توفير تكامل أعمق مع نظام المبيعات في V1.1.,V1+,INTEGRATIONS,نظام المبيعات (Oracle),13,,ORDERS;ORDER_ITEMS;INTEGRATION_LOGS,STATUS;CANCELLED_AT;SOURCE_UPDATED_AT;LAST_SYNC_AT;DUE_DATE;INVOICE_NUM;ITEM_SEQ,,,,تحديثات أحدث فقط (SOURCE_UPDATED_AT) وUpsert حسب INVOICE_NUM+ITEM_SEQ,تجاهل تحديث أقدم من SOURCE_UPDATED_AT,تحديثات الإلغاء/التعديل من Oracle تُطبق وتُسجل في INTEGRATION_LOGS.,TC-093,READY,ASSUMPTION: A-023; OPTION: O-001/O-002
FR-094,FR,لوحات BI,يجب توفير لوحات BI في V1.1.,V1+,REPORTS,المدير العام,13,,BI_KPI_DAILY,KPI_DATE;KPI_CODE;KPI_VALUE;STAGE_ID;BRANCH_ID,,,,تحديث يومي للمؤشرات,N/A,لوحات BI داخل APEX تعرض مؤشرات رئيسية بزمن تحميل ≤ 5 ثوان.,TC-094,READY,ASSUMPTION: A-024; OPTION: O-003/O-004
FR-095,FR,جزاءات تلقائية من العيوب,يجب تطبيق جزاءات تلقائية بناء على العيوب في V1.1.,V1+,QC,محقق موارد بشرية,13,,PENALTY_APPLIED;QC_DEFECTS;PENALTIES,PEN_APPLIED_ID;DEFECT_ID;POINTS,P-070,,,تطبيق النقاط تلقائياً عند تسجيل العيوب,N/A,تُحتسب الجزاءات تلقائياً وفق المصفوفة.,TC-095,READY,ASSUMPTION: A-019
FR-096,FR,تكلفة متقدمة,يجب دعم تكلفة متقدمة في V1.2.,V1+,PAYROLL,محاسب,13,,COST_STANDARDS;OVERHEAD_POOLS;COST_ALLOCATIONS;COST_RUNS;COST_RESULTS,COST_RATE;ALLOC_PERCENT;RUN_ID;TOTAL_COST,,,,عدم تداخل فترات السريان؛ مجموع التحميل <= 100%,رفض سريان متداخل أو تحميل زائد,تشغيل دورة تكلفة ينتج تكلفة لكل منتج ويمكن تتبعها إلى سعر مرحلة وتحميل عام.,TC-096,READY,ASSUMPTION: A-025; OPTION: O-005/O-006
FR-097,FR,حوافز ذكية,يجب دعم حوافز ذكية في V1.2.,V1+,PAYROLL,محاسب,13,,INCENTIVE_RULES;INCENTIVE_EARNINGS;PAYROLL_LINES,THRESHOLD;RATE;MAX_CAP;EARN_INCENTIVE,,,,العتبات > 0 والحد الأقصى مُطبق لكل موظف,رفض عتبة غير منطقية,عند تحقق العتبة تُحتسب الحوافز تلقائياً وتظهر في مسير الرواتب.,TC-097,READY,ASSUMPTION: A-026; OPTION: O-007/O-008
FR-098,FR,تطبيق جوال بخاصية Offline Queue,يجب توفير تطبيق جوال بخاصية Offline Queue في V1.2.,V1+,OPS,عامل تشغيلي,13,,MOBILE_DEVICES;OFFLINE_QUEUE;PROD_LOGS;QC_CHECKS,DEVICE_ID;EMP_ID;PAYLOAD_JSON;IDEMPOTENCY_KEY;STATUS;QUEUED_AT;SYNC_AT,,API-004,,المزامنة مرة واحدة لكل Idempotency-Key وبالترتيب,تجاهل الإدخالات المكررة,يمكن إدخال العمليات دون اتصال ثم مزامنتها دون فقد أو تكرار.,TC-098,READY,ASSUMPTION: A-027; OPTION: O-009/O-010
NFR-001,NFR,زمن استجابة الإدخال,زمن استجابة إدخال البيانات يجب ألا يتجاوز 1.5 ثانية.,MVP,OPS,جميع الأدوار,4,,,,,,,,تجاوز 1.5 ثانية,قياس P95 ≤ 1.5 ثانية لعمليات الإدخال.,TC-101,READY,
NFR-002,NFR,زمن استجابة اللوحات,زمن استجابة اللوحات يجب أن يكون 3–5 ثوان حتى 100k سجل/شهر.,MVP,OPS,جميع الأدوار,4,,,,,,,,تجاوز 5 ثوان,تستجيب اللوحات خلال 3–5 ثوان حتى 100k سجل/شهر.,TC-102,READY,
NFR-003,NFR,قابلية التوسع للمستخدمين المتزامنين,يجب دعم حتى 300 مستخدم متزامن.,MVP,OPS,جميع الأدوار,4,,,,,,,,N/A,اختبارات التحميل تثبت دعم 300 مستخدم متزامن.,TC-103,READY,
NFR-004,NFR,قابلية التوسع للقطع اليومية,"يجب دعم حتى 10,000 قطعة في اليوم.",MVP,OPS,جميع الأدوار,4,,,,,,,,N/A,"اختبارات الأداء تثبت معالجة 10,000 قطعة/يوم.",TC-104,READY,
NFR-005,NFR,الإتاحة الشهرية,يجب تحقيق إتاحة 99.5% شهريا.,MVP,OPS,جميع الأدوار,4,,,,,,,,N/A,تقارير التوافر الشهرية ≥ 99.5%.,TC-105,READY,
NFR-006,NFR,دعم اللغات,يجب دعم اللغة العربية والإنجليزية والهندية.,MVP,OPS,جميع الأدوار,4,,,,,,,,N/A,واجهة النظام تدعم اللغات الثلاث.,TC-106,READY,
NFR-007,NFR,دعم Mobile/Kiosk,يجب دعم تشغيل النظام عبر Mobile/Kiosk.,MVP,OPS,جميع الأدوار,4,,,,,,,,N/A,يمكن استخدام الشاشات على Mobile/Kiosk دون فقد وظائف أساسية.,TC-107,READY,
NFR-008,NFR,دعم قارئات الباركود,يجب دعم قارئات الباركود.,MVP,OPS,جميع الأدوار,4,,,,,,,,N/A,يمكن إدخال البيانات عبر قارئ باركود.,TC-108,READY,
NFR-009,NFR,اختصارات لوحة المفاتيح,يجب دعم اختصارات لوحة المفاتيح.,MVP,OPS,جميع الأدوار,4,,,,,,,,N/A,توجد اختصارات موثقة لعمليات الإدخال الأساسية.,TC-109,READY,
NFR-010,NFR,نسخ احتياطي يومي/أسبوعي,يجب تنفيذ نسخ احتياطي يومي وأسبوعي.,MVP,OPS,مسؤول النظام,4,,,,,,,,N/A,توجد سياسة نسخ احتياطي يومي وأسبوعي فعالة.,TC-110,READY,
NFR-011,NFR,RPO لا يتجاوز 15 دقيقة,يجب أن يكون RPO ≤ 15 دقيقة.,MVP,OPS,مسؤول النظام,4,,,,,,,,N/A,تثبت إجراءات النسخ أن RPO لا يتجاوز 15 دقيقة.,TC-111,READY,
NFR-012,NFR,زمن استعلام الحالة P95,زمن استعلام الحالة يجب أن يكون ≤ 5 ثوان (P95).,MVP,INTEGRATIONS,نظام التفصيل,4,,,,,,,الالتزام بزمن الاستجابة والتسليم المعرّف,تجاوز الحدود الزمنية,P95 لاستعلام الحالة ≤ 5 ثوان.,TC-112,READY,ASSUMPTION: A-012
NFR-013,NFR,زمن تسليم الحدث,زمن تسليم الحدث يجب أن يكون ≤ 10 ثوان.,MVP,INTEGRATIONS,نظام التفصيل,4,,,,,,,الالتزام بزمن الاستجابة والتسليم المعرّف,تجاوز الحدود الزمنية,يتم تسليم الحدث خلال 10 ثوان.,TC-113,READY,ASSUMPTION: A-012
NFR-014,NFR,إتاحة التكامل,إتاحة التكامل يجب أن تكون ≥ 99%.,MVP,INTEGRATIONS,نظام التفصيل,4,,,,,,,الالتزام بزمن الاستجابة والتسليم المعرّف,تجاوز الحدود الزمنية,تقارير التوافر للتكامل ≥ 99%.,TC-114,READY,ASSUMPTION: A-012
NFR-015,NFR,تسليم at-least-once مع Idempotency GUID,يجب ضمان تسليم الأحداث at-least-once مع Idempotency GUID.,MVP,INTEGRATIONS,نظام التفصيل,4,,,,,,,الالتزام بزمن الاستجابة والتسليم المعرّف,تجاوز الحدود الزمنية,يدعم النظام إعادة المحاولة دون تكرار أثر الأعمال.,TC-115,READY,ASSUMPTION: A-012
NFR-016,NFR,بيئة Sandbox للاختبار,يجب توفير Sandbox لاختبار التكامل.,MVP,INTEGRATIONS,نظام التفصيل,4,,,,,,,الالتزام بزمن الاستجابة والتسليم المعرّف,تجاوز الحدود الزمنية,تتوفر بيئة اختبار منفصلة للتكامل.,TC-116,READY,ASSUMPTION: A-012
SEC-001,SEC,RBAC حسب الأدوار,يجب تطبيق RBAC بحسب الأدوار المحددة.,MVP,SECURITY,مسؤول النظام,4;12,,RBAC_ROLES;RBAC_PERMISSIONS,ROLE_NAME;PERMISSION_CODE,,,,,رفض الوصول لغير المخولين,لا يمكن تنفيذ أي عملية دون الدور المناسب.,TC-201,READY,الأدوار موصوفة في القسم 5.
SEC-002,SEC,أمن صفوف حسب الفرع/المركز/المرحلة,يجب تطبيق أمن صفوف على مستوى الفرع والمركز والمرحلة.,MVP,SECURITY,مسؤول النظام,4;12,,BRANCHES;CENTERS;EMPLOYEES;ORDERS;STAGES,BRANCH_ID;CENTER_ID,,,,تقييد الاستعلام حسب الفرع/المركز/المرحلة,رفض الوصول خارج النطاق,تُطبق قيود RLS وفق الفرع والمركز والمرحلة.,TC-202,READY,ASSUMPTION: A-014
SEC-003,SEC,HTTPS إلزامي,يجب استخدام HTTPS للوصول إلى النظام.,MVP,SECURITY,مسؤول النظام,4,,SETTINGS,KEY;VALUE,,,,,رفض اتصال غير مشفر,لا يقبل النظام اتصالات غير HTTPS.,TC-203,READY,
SEC-004,SEC,إخفاء البيانات الحساسة,يجب إخفاء البيانات الحساسة في الواجهات.,MVP,SECURITY,مسؤول النظام,4,,SENSITIVE_FIELDS,FIELD_NAME;MASK_RULE,,,,إخفاء الحقول الحساسة حسب الدور,N/A,الحقول الحساسة مخفية لغير المخولين.,TC-204,READY,ASSUMPTION: A-015
SEC-005,SEC,سجل تدقيقي شامل,يجب تسجيل سجل تدقيقي كامل لكل عمليات CRUD/Undo مع المستخدم والسبب.,MVP,SECURITY,مسؤول النظام,12,,AUDIT_LOG,TABLE_NAME;ROW_ID;ACTION;USER_ID;TS,,,,,N/A,كل عملية CRUD/Undo تُسجّل مع المستخدم والسبب.,TC-205,READY,
SEC-006,SEC,صلاحية اعتماد التوزيع,يجب وجود صلاحية خاصة لاعتماد التوزيع.,MVP,SECURITY,مدير الإنتاج,12,,RBAC_PERMISSIONS,PERMISSION_CODE,,,,,رفض اعتماد بدون صلاحية,لا يمكن اعتماد التوزيع دون الصلاحية المطلوبة.,TC-206,READY,
SEC-007,SEC,صلاحية استثناء منع التسجيل بعد موعد الإصلاح,يجب وجود صلاحية خاصة لاستثناء منع التسجيل بعد موعد الإصلاح.,MVP,SECURITY,مدير الإنتاج,12,,RBAC_PERMISSIONS,PERMISSION_CODE,,,,,رفض الاستثناء بدون صلاحية,لا يسمح بالاستثناء إلا لمدير الإنتاج.,TC-207,READY,
SEC-008,SEC,مفاتيح API,يجب استخدام مفاتيح API للتكاملات.,MVP,SECURITY,مسؤول النظام,3.10 FR-10,,API_KEYS,API_KEY;STATUS,,,,مفتاح API صالح لكل طلب,رفض بدون مفتاح,لا يُقبل أي طلب تكامل دون مفتاح API صالح.,TC-208,READY,ASSUMPTION: A-011
SEC-009,SEC,Rate Limits للتكامل,يجب تطبيق Rate Limits للتكاملات.,MVP,SECURITY,مسؤول النظام,3.10 FR-10,,API_RATE_LIMITS,API_ID;LIMIT_PER_MIN,,,,الالتزام بـ RateLimit 60/min,429 عند تجاوز الحد,يتم تقييد عدد الطلبات وفق الحدود المحددة.,TC-209,READY,ASSUMPTION: A-011
SEC-010,SEC,Idempotency لمدة 24 ساعة,يجب تطبيق Idempotency لمدة 24 ساعة لطلبات التكامل.,MVP,SECURITY,مسؤول النظام,3.10 FR-10,,API_IDEMPOTENCY_KEYS,IDEMPOTENCY_KEY;EXPIRES_AT,,,,Idempotency-Key صالح لمدة 24 ساعة,تجاهل الطلب المكرر,الطلبات المكررة بنفس GUID لا تُكرر الأثر خلال 24 ساعة.,TC-210,READY,ASSUMPTION: A-011
UC-001,UC,التوزيع الآلي,ترتيب العناصر آليا ثم قبول/تعديل من أمين المستودع.,MVP,DISTRIBUTION,أمين المستودع,7 UC-01,,DISTRIBUTIONS;ORDERS,DIST_ID;DUE_DATE,P-050,,ALG-003,,N/A,يتم ترتيب العناصر آليا ويستطيع أمين المستودع تعديلها.,TC-301,READY,
UC-002,UC,التوزيع اليدوي,تنفيذ وإلغاء التوزيع اليدوي مع السبب وسجل تدقيقي.,MVP,DISTRIBUTION,أمين المستودع,7 UC-02,,DISTRIBUTIONS;AUDIT_LOG,REASON;ACTION,P-050,,,سبب مطلوب,N/A,يتم تنفيذ أو إلغاء توزيع يدوي مع سبب وتدقيق.,TC-302,READY,
UC-003,UC,تسجيل الإنتاج,بطاقة/رقم وظيفي ثم مرحلة مخولة ثم منتج ثم بدء/إنهاء ثم حفظ.,MVP,PROD_LOGGING,عامل تشغيلي,7 UC-03,,PROD_LOGS;EMPLOYEES;STAGES,EMP_ID;STAGE_ID;START_AT;END_AT,P-060,,,,N/A,يُسجل الإنتاج عبر الخطوات المذكورة دون أخطاء.,TC-303,READY,
UC-004,UC,فحص جودة مخفي,مطابقة مواصفات ومقاسات العميل وفتح تذكرة إصلاح عند الفشل.,MVP,QC,فاحص جودة نهائي,7 UC-04,,QC_CHECKS;REPAIR_TICKETS,QC_TYPE;RESULT;RPR_ID,P-070,,,,فتح تذكرة عند الفشل,ينشئ النظام تذكرة إصلاح عند فشل الفحص المخفي.,TC-304,READY,
UC-005,UC,إصلاح مرتجع,جدولة موعد وإشعار ومنع تسجيل بعد الموعد إلا باستثناء.,MVP,REPAIR,فاحص جودة نهائي,7 UC-05,,REPAIR_TICKETS;NOTIFICATIONS,DUE_AT;STATUS;MSG_ID,P-075,,,,منع التسجيل بعد الموعد,يطبق النظام الجدولة والمنع والاستثناء.,TC-305,READY,
UC-006,UC,تدريب وإقرار,تعيين تدريب وإشعار واتساب واختبار قصير وإقرار إلكتروني.,MVP,TRAINING,مسؤول النظام,7 UC-06,,TRAINING_ASSIGN;NOTIFICATIONS,ASSIGN_ID;STATUS;MSG_ID,P-045,,,,N/A,تُنفذ الدورة التدريبية مع إشعار واختبار وإقرار.,TC-306,READY,
UC-007,UC,تشغيل الرواتب,تجميع الإنتاج والساعات وNPT وتطبيق الأسعار وتشغيل الدورة.,MVP,PAYROLL,محاسب,7 UC-07,,PAYROLL_RUNS;PAYROLL_LINES;RATES,RUN_ID;EARN_PROD;RATE_VALUE,P-100,,,,N/A,يتم تشغيل مسير الرواتب بناء على البيانات المجمعة.,TC-307,READY,
UC-008,UC,التقارير والتصدير,توليد وتصدير تقارير مع فلاتر زمنية قياسية.,MVP,REPORTS,مدير الإنتاج,7 UC-08,,REPORTS_CATALOG,REPORT_ID,P-110,,,,N/A,يمكن توليد التقارير وتصديرها بفلاتر زمنية.,TC-308,READY,
UC-009,UC,استعلام حالة من نظام التفصيل,GET /items/{thobe_num}/status يعيد الحركة الكاملة وQC وETA.,MVP,INTEGRATIONS,نظام التفصيل,7 UC-09,,PROD_LOGS;QC_CHECKS;REPAIR_TICKETS;ORDERS,LOG_ID;QC_ID;RPR_ID;ORDER_ID,,API-001,,,N/A,يعيد الاستعلام بيانات الحركة وQC وETA.,TC-309,READY,ASSUMPTION: A-012
UC-010,UC,استقبال أحداث الحركة,تسجيل نقطة نهاية Webhook بتوقيع HMAC لتحديث الحالة.,MVP,INTEGRATIONS,نظام التفصيل,7 UC-10,,INTEGRATION_LOGS;DISTRIBUTIONS,LOG_ID;DIST_ID,,API-002,,توقيع HMAC صحيح,رفض توقيع غير صحيح,يتم استقبال الحدث وتحديث الحالة عند توقيع صحيح.,TC-310,READY,ASSUMPTION: A-012
ALG-001,ALG,حساب ETA,ETA = متوسط متحرك لإنتاج آخر 7 أيام لكل مرحلة × مسار المنتج × WIP الحالي.,MVP,PLANNING,مدير الإنتاج,8,,,,,,ALG-001,,N/A,يتم حساب ETA وفق المعادلة المحددة.,TC-401,READY,
ALG-002,ALG,كشف الاختناق,الاختناق: مرحلة ذات WIP مرتفع ومعدل صرف منخفض مقارنة بالمتوسط التاريخي.,MVP,PLANNING,مدير الإنتاج,8,,,,,,ALG-002,,N/A,تُحدد المرحلة كاختناق عند تحقق الشرطين.,TC-402,READY,
ALG-003,ALG,قواعد التوزيع,التوزيع حسب DueDate ثم ShipDistance ثم InvoiceNum مع استثناءات مسجلة.,MVP,DISTRIBUTION,أمين المستودع,8,,,,,,ALG-003,,N/A,يتم ترتيب العناصر وفق القاعدة مع تسجيل الاستثناءات.,TC-403,READY,
P-010,PAGE,صفحة الإعدادات,يجب توفير صفحة الإعدادات لتحقيق: إعداد اليوم الموسمي والقوالب والسياسات.,MVP,MASTER,مسؤول النظام,9 Pages,,,,P-010,,,,N/A,الصفحة متاحة وتنفذ الهدف المذكور.,TC-501,READY,
P-020,PAGE,صفحة أنواع المراحل,يجب توفير صفحة أنواع المراحل لتحقيق: إدارة أنواع المراحل.,MVP,MASTER,مسؤول النظام,9 Pages,,,,P-020,,,,N/A,الصفحة متاحة وتنفذ الهدف المذكور.,TC-501,READY,
P-030,PAGE,صفحة المراحل,يجب توفير صفحة المراحل لتحقيق: إدارة المراحل وترتيبها.,MVP,MASTER,مسؤول النظام,9 Pages,,,,P-030,,,,N/A,الصفحة متاحة وتنفذ الهدف المذكور.,TC-501,READY,
P-040,PAGE,صفحة الموظفون والمهارات,يجب توفير صفحة الموظفون والمهارات لتحقيق: إدارة الموظفين والمهارات والمرحلة الافتراضية.,MVP,MASTER,مسؤول النظام,9 Pages,,,,P-040,,,,N/A,الصفحة متاحة وتنفذ الهدف المذكور.,TC-501,READY,
P-045,PAGE,صفحة التدريب والمحتوى,يجب توفير صفحة التدريب والمحتوى لتحقيق: إدارة التدريب والإقرارات.,MVP,TRAINING,مسؤول النظام,9 Pages,,,,P-045,,,,N/A,الصفحة متاحة وتنفذ الهدف المذكور.,TC-501,READY,
P-050,PAGE,صفحة التوزيع وWIP,يجب توفير صفحة التوزيع وWIP لتحقيق: تنفيذ التوزيع ومتابعة WIP.,MVP,DISTRIBUTION,أمين المستودع,9 Pages,,,,P-050,,,,N/A,الصفحة متاحة وتنفذ الهدف المذكور.,TC-501,READY,
P-060,PAGE,صفحة تسجيل الإنتاج,يجب توفير صفحة تسجيل الإنتاج لتحقيق: تسجيل الإنتاج Mobile/Kiosk.,MVP,PROD_LOGGING,عامل تشغيلي,9 Pages,,,,P-060,,,,N/A,الصفحة متاحة وتنفذ الهدف المذكور.,TC-501,READY,
P-070,PAGE,صفحة فحص الجودة,يجب توفير صفحة فحص الجودة لتحقيق: تسجيل فحوصات الجودة والعيوب.,MVP,QC,فاحص جودة نهائي,9 Pages,,,,P-070,,,,N/A,الصفحة متاحة وتنفذ الهدف المذكور.,TC-501,READY,
P-075,PAGE,صفحة تذاكر الإصلاح,يجب توفير صفحة تذاكر الإصلاح لتحقيق: إدارة تذاكر الإصلاح وجدولتها.,MVP,REPAIR,فاحص جودة نهائي,9 Pages,,,,P-075,,,,N/A,الصفحة متاحة وتنفذ الهدف المذكور.,TC-501,READY,
P-080,PAGE,صفحة لوحة التخطيط والاختناقات,يجب توفير صفحة لوحة التخطيط والاختناقات لتحقيق: رصد الاختناقات وETA.,MVP,PLANNING,مدير الإنتاج,9 Pages,,,,P-080,,,,N/A,الصفحة متاحة وتنفذ الهدف المذكور.,TC-501,READY,
P-090,PAGE,صفحة الأسعار,يجب توفير صفحة الأسعار لتحقيق: إدارة أسعار المراحل.,MVP,PAYROLL,محاسب,9 Pages,,,,P-090,,,,N/A,الصفحة متاحة وتنفذ الهدف المذكور.,TC-501,READY,
